System,Start,End,Region,Latitude,Longitude,Historical Epoch,Evidence Strength,Characteristics,Governance Type,Belief System,Gender Roles,Economic Base,Succession Method,Collapse Cause,Recorded By,sovereignty_index,admin_index,competitive_politics_index,exit_freedom,disobedience_freedom,arrangement_freedom,surplus_legibility,info_infrastructure,seasonality,binding_mechanism,scale_population,scale_territory,collapse_mode,gw_discussed,coding_confidence,notes
Greek Stratocracy,-700,-371,Greek,,,,,Rule by military class; Sparta as exemplar; agoge as formation system,Military Rule,Greek militarism,,,,,,0.8,0.4,0.35,0.15,0.15,0.1,0.5,0.3,none,military,2,1,defeat,FALSE,2,
Greek Diarchy,-900,-146,Greek,,,,,Dual kingship with limited checks; Spartan two-king system with ephors,Dual Kingship,Greek tradition,,,,,,0.6,0.3,0.3,0.25,0.35,0.25,0.45,0.2,none,military,2,1,conquest,FALSE,2,
Greek Timocracy,-594,-500,Greek,,,,,Wealth-based voting rights; Solonian reforms; property classes,Property Rule,Greek law,,,,,,0.4,0.35,0.45,0.5,0.5,0.45,0.5,0.3,low,wealth,2,1,reform,FALSE,2,
Isocracy,-460,-322,Greek,,,,,Equal power among citizens; Periclean democracy ideal,Equal Power,Greek democracy,,,,,,0.15,0.35,0.65,0.65,0.8,0.6,0.5,0.4,low,citizenship,3,2,conquest,FALSE,2,
Ochlokratia,-430,-322,Greek,,,,,Mob rule; assembly captured by demagoguery,Mob Rule,Greek populism,,,,,,0.2,0.2,0.9,0.6,0.7,0.45,0.45,0.3,none,performance,3,2,collapse/conquest,FALSE,2,
Swiss Cantonal Democracy,1291,2025,Switzerland,,,,,Direct democracy through referenda; cantonal autonomy; militia army; Landsgemeinde open-air assembly; strong subsidiarity,Direct Democracy,Reformed Christianity,,,,,,0.2,0.5,0.5,0.75,0.85,0.75,0.6,0.65,low,law/community,3,2,ongoing,FALSE,3,
Kurultai,1206,1700,Mongolia,,,,,Assembly of tribal leaders to elect khan; Yasa law code; dissolved if khan consensus failed; mobile governance,Elective Assembly,Tengrism,,,,,,0.6,0.2,0.55,0.8,0.6,0.55,0.3,0.1,medium,military,4,5,fragmentation,FALSE,2,High E even with high S — the kurultai could withdraw legitimacy. The Mongol case shows high-S nomadic governance where exit remains structurally possible.
Cossack Hetmanate,1649,1764,Ukraine,,,,,Elected military leader (Hetman); Cossack council (Rada); annual elections; right of petition; abolished by Catherine II,Elected Military Confederacy,Orthodox Christianity,,,,,,0.5,0.3,0.55,0.65,0.65,0.55,0.45,0.25,low,military,3,3,annexation,FALSE,2,
Andean Tinku,-500,1500,Andean South America,,,,,Conflict-resolution through ritual combat and festivals; dual moiety organisation; balance as political principle,Ritual Conflict Resolution,Andean dualism,,,,,,0.2,0.1,0.55,0.65,0.7,0.6,0.3,0.05,medium,ritual,2,2,absorption,FALSE,2,
Zapotec Cocijo Cult,-500,800,Mesoamerica,,,,,Theocratic rule by priesthood devoted to rain deity; Monte Albán as urban centre; early writing; calendrical administration,Theocracy,Zapotec religion,,,,,,0.65,0.5,0.35,0.3,0.3,0.25,0.6,0.45,low,ritual,3,2,decline,FALSE,2,
Pacific Potlatch,-1000,1800,Northwest Coast Pacific,,,,,Redistributive gift economy; social status through giving not accumulation; winter ceremonies; deliberate wealth destruction; ranked clans,Prestige Redistribution,Northwest animism,,,,,,0.3,0.1,0.8,0.7,0.75,0.65,0.35,0.05,high,honour/clan,3,2,colonial disruption,FALSE,3,"High P but redistributive — prestige through giving, not accumulation. G&W note this as a case where P does NOT lead to hierarchy because surplus is destroyed not banked."
Pueblo Council Governance,-500,2025,American Southwest,,,,,Rotating council authority; consensus-building; religious integration; kiva as governance space; seasonal ceremonial calendar,Rotating Council,Pueblo cosmology,,,,,,0.2,0.2,0.4,0.65,0.8,0.7,0.4,0.1,high,community,2,2,ongoing,FALSE,2,
Mississippian Chiefdoms,800,1600,Mississippi Valley,,,,,Hierarchical theocratic societies; mound complexes as power display; chiefly redistribution; ranked clans; Cahokia as peak (~15000 pop),Theocratic Hierarchy,Mississippian religion,,,,,,0.65,0.3,0.5,0.35,0.3,0.3,0.5,0.1,low,tribute,4,3,abandonment/fragmentation,FALSE,2,
Tupi Confederacies,-500,1500,Brazil,,,,,Loosely organized war/peace confederacies; ritual leaders (pajé); inter-village alliance through kinship; high mobility,Loose Confederacy,Tupi animism,,,,,,0.2,0.05,0.45,0.85,0.8,0.75,0.2,0.05,medium,none,2,3,colonial destruction,FALSE,2,
Tongan Maritime Empire,950,1865,Polynesia,,,,,Monarch-led hierarchical tribute system spanning Pacific islands; sacred Tu'i Tonga as divine sovereign; mana as legitimacy; tribute redistribution,Island Empire,Polynesian deification,,,,,,0.75,0.25,0.45,0.4,0.3,0.25,0.55,0.1,low,tribute/ritual,3,4,colonial absorption,FALSE,2,
Micronesian Yapese Stone Council,-1000,1800,Micronesia,,,,,Wealth-based council using massive stone disks (rai stones); stones too large to move; consensus required; inter-island tribute network,Prestige Council,Micronesian animism,,,,,,0.3,0.1,0.65,0.6,0.65,0.55,0.35,0.05,low,prestige/tribute,2,2,colonial disruption,FALSE,2,The rai stone money is theoretically interesting: maximum I (everyone knows who owns what) with minimum physical coercion. Pure social credit system.
Inuit Qaggiq Assemblies,-1000,1900,Arctic,,,,,Temporary governance for dispute resolution and ceremony; song duels for conflict resolution; no permanent chiefs; seasonal aggregation,Seasonal Council,Inuit animism,,,,,,0.1,0.05,0.35,0.9,0.9,0.85,0.1,0.05,high,none,1,3,colonial disruption,FALSE,3,Song duels as institutionalised D — disputes resolved through competitive performance rather than coercion. Extreme E due to nomadic lifestyle.
Aboriginal Elders Councils,-5000,2025,Australia,,,,,Sacred law-keeping through oral tradition; Dreamtime authority; kinship system as governance; men's and women's separate law; country as jurisdiction,Sacred Eldership,Aboriginal Dreamtime,,,,,,0.2,0.1,0.3,0.75,0.75,0.6,0.1,0.05,medium,kinship/sacred,1,3,ongoing,FALSE,3,Longest-continuous governance system in dataset. Low population density maintains high E. Sacred law as distributed D — authority is in the Law not the person.
Majapahit Mandala,1293,1527,Indonesia,,,,,Overlapping suzerainty with tributary states; mandala as concentric sovereignty; local rulers maintain autonomy at periphery; maritime trade basis,Mandala Tribute System,Hindu-Buddhism,,,,,,0.55,0.4,0.4,0.5,0.5,0.5,0.6,0.35,low,tribute,4,4,fragmentation,FALSE,2,
Tokugawa Shogunate,1603,1868,Japan,,,,,Feudal military government under Shogun; sankin-kōtai hostage system; strict class hierarchy (shi-nō-kō-shō); sakoku isolation policy; Confucian legitimation,Feudal Stratocracy,Shinto/Confucian,,,,,,0.8,0.75,0.25,0.05,0.05,0.05,0.75,0.65,none,land/status/hostage,4,3,forced opening/reform,FALSE,3,"Extreme E suppression via sankin-kōtai (daimyo must alternate residences, leaving family as hostages). The hostage system is the binding mechanism made explicit."
Confucian Bureaucracy,-202,1912,China,,,,,Meritocratic civil service system; examination system as P-channel; Mandate of Heaven as D-mechanism (in theory); imperial censorate,Merit Bureaucracy,Confucianism,,,,,,0.8,0.95,0.5,0.1,0.15,0.1,0.9,0.9,none,land/exam,5,5,revolution,FALSE,3,Maximum A case. The examination system institutionalises P into A. The Mandate of Heaven is a theoretical D (bad rulers can be overthrown) that rarely functions in practice.
Holy Roman Empire,800,1806,Central Europe,,,,,Elective monarchy with regional autonomy; prince-electors; imperial diet; free cities; complex overlapping jurisdictions,Decentralized Elective Empire,Catholic/Feudal,,,,,,0.4,0.45,0.55,0.45,0.45,0.5,0.55,0.55,low,land/law,4,4,dissolution,FALSE,2,
Satrapy System,-550,-330,Persian Empire,,,,,Regional governors under central monarch; tribute collection; local law maintained; royal road communication; Zoroastrian legitimation,Provincial Governance,Zoroastrian/Persian,,,,,,0.7,0.75,0.3,0.25,0.25,0.2,0.8,0.7,none,land/tribute,5,5,conquest,FALSE,3,
Ashanti Confederacy,1670,1900,West Africa,,,,,Federated system under the Asantehene with regional chiefs; Golden Stool as sacred sovereignty; asafo military companies; slave trade integration,Federated Kingdom,Ashanti spiritual,,,,,,0.65,0.4,0.45,0.3,0.35,0.3,0.6,0.3,none,tribute/military,4,3,colonial conquest,FALSE,2,
